ActualElapsedTime,AirTime,ArrDelay,ArrTime,CRSArrTime,CRSDepTime,CRSElapsedTime,CancellationCode,Cancelled,CarrierDelay,DayOfWeek,DayofMonth,DepDelay,DepTime,Dest,Distance,Diverted,FlightNum,LateAircraftDelay,Month,NASDelay,Origin,SecurityDelay,Tail_Number,TaxiIn,TaxiOut,Reporting_Airline,WeatherDelay,Year,FlightDate,DayOfMonth,Quarter,Route,Carrier_Route,Is_DepDelayed,Is_DepDelayed_15min,Is_ArrDelayed,Is_ArrDelayed_15min,TimeOfDay,Carrier_Name,Delay_Category,TaxiOut_Airport_Median,TaxiOut_Deviation,TaxiOut_Efficiency_Score,TaxiIn_Airport_Median,TaxiIn_Deviation,TaxiIn_Efficiency_Score,Total_Taxi_Time,Total_Taxi_Expected,Total_Taxi_Deviation,Expected_AirTime,AirTime_Deviation,AirTime_Efficiency_Score,Elapsed_Time_Deviation,Schedule_Adherence_Score,Operational_Efficiency_Score,DepDelay_Category,ArrDelay_Category,Delay_Recovery,Recovery_Rate,Made_Up_Time,Total_Delay_Attributed,CarrierDelay_Pct,WeatherDelay_Pct,NASDelay_Pct,SecurityDelay_Pct,LateAircraftDelay_Pct,Is_Cascade_Victim,Cascade_Contribution_Pct,Prev_Flight_ArrDelay,Prev_Flight_Dest,Is_Valid_Rotation,Prev_Flight_ArrTime,Turnaround_Time,Turnaround_Minutes,Is_Quick_Turnaround,Is_Tight_Turnaround,Incoming_Delay_Risk,Cascade_Risk_Score,Daily_Flight_Sequence,Cumulative_Delay,Is_Weekend,Is_Holiday_Season,Is_Peak_Season,Week_Of_Month,Route_Avg_ArrDelay,Route_Std_ArrDelay,Route_Flight_Count,Route_Delay_Rate,Carrier_Avg_ArrDelay,Carrier_Std_ArrDelay,Carrier_Delay_Rate,Carrier_Avg_Efficiency,Origin_Avg_TaxiOut,Origin_Std_TaxiOut,Origin_Avg_DepDelay,Dest_Avg_TaxiIn,Dest_Std_TaxiIn,Dest_Avg_ArrDelay
93.0,,2.0,1002.0,1000,830,90.0,nan,0,0.0,4,2,-1.0,829.0,DAY,477.0,0,581,0.0,10,0.0,PHL,0.0,nan,5.0,16.0,US,0.0,1987,1987-10-02,2,4,PHL-DAY,US_PHL-DAY,0,0,1,0,Morning,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),On-time,16.0,0.0,1.0,5.0,0.0,1.0,21.0,21.0,0.0,57.239999999999995,,,3.0,0.9666666666666667,0.9888888888888889,OnTime,Minor,-3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,14.0,STL,0,939.0,,,0,0,14.0,,26,71.0,0,0,0,1,6.031578947368421,27.909981678024028,95,0.18556701030927836,6.569693745999405,26.68990286449396,0.18775981117452265,0.8042717699036288,19.07890821698329,12.999681267290644,10.32831184056272,4.9206896551724135,1.4443730073533103,7.237364043506078
223.0,,6.0,1528.0,1522,845,217.0,nan,0,0.0,4,2,0.0,845.0,DTW,1671.0,0,252,0.0,10,0.0,PHX,0.0,nan,8.0,13.0,NW,0.0,1987,1987-10-02,2,4,PHX-DTW,NW_PHX-DTW,0,0,1,0,Morning,Northwest Airlines Inc.,On-time,13.0,0.0,1.0,8.0,0.0,1.0,21.0,21.0,0.0,200.52,,,6.0,0.9723502304147466,0.9907834101382488,OnTime,Minor,-6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-3.0,PHX,1,937.0,2308.0,1388.0,0,0,0.0,0.00028797696184305253,28,74.0,0,0,0,1,6.384248210023866,33.417939772762,419,0.21411764705882352,5.521156671728957,32.633066746631066,0.1761806635093935,0.7782980408974326,13.755847017843179,6.304024780938472,9.130968229410284,8.92292457501238,5.003370116990046,5.159053314671078
52.0,,-3.0,937.0,940,845,55.0,nan,0,0.0,4,2,0.0,845.0,PHX,256.0,0,750,0.0,10,0.0,LAS,0.0,nan,5.0,13.0,WN,0.0,1987,1987-10-02,2,4,LAS-PHX,WN_LAS-PHX,0,0,0,0,Morning,Southwest Airlines Co.,Early (<15min),13.0,0.0,1.0,5.0,0.0,1.0,18.0,18.0,0.0,30.72,,,-3.0,0.9454545454545454,0.9818181818181818,OnTime,OnTime,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,DAY,0,1002.0,,,0,0,2.0,,27,68.0,0,0,0,1,7.738850080601827,25.654791427589164,1861,0.1841688654353562,5.548967815983523,24.533387762903637,0.16065711354947002,0.7787836619701237,14.468622230674146,6.727393475697508,9.029706771608197,5.564106204742298,3.9803180189806944,6.107809633440052
93.0,,-18.0,919.0,937,845,112.0,nan,0,0.0,4,2,1.0,846.0,LAS,629.0,0,1193,0.0,10,0.0,DEN,0.0,nan,5.0,13.0,CO,0.0,1987,1987-10-02,2,4,DEN-LAS,CO_DEN-LAS,1,0,0,0,Morning,Continental Air Lines Inc.,Early (>15min),13.0,0.0,1.0,5.0,0.0,1.0,18.0,18.0,0.0,75.48,,,-19.0,0.8303571428571428,0.9434523809523809,Minor,OnTime,19.0,19.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,DTW,0,1528.0,,,0,0,6.0,,29,56.0,0,0,0,1,9.026442307692308,34.5725734921355,832,0.1971326164874552,6.863721775559868,32.173316795082926,0.18999196811493174,0.8198076433885353,14.373237877334121,7.652519917052244,9.05380125710865,5.3237005066616625,3.2195630204862034,6.879723458660858
179.0,,32.0,1145.0,1113,830,163.0,nan,0,0.0,4,2,16.0,846.0,SEA,978.0,0,2509,0.0,10,0.0,SNA,0.0,nan,5.0,11.0,AA,0.0,1987,1987-10-02,2,4,SNA-SEA,AA_SNA-SEA,1,1,1,1,Morning,American Airlines Inc.,Minor (15-45),11.0,0.0,1.0,5.0,0.0,1.0,16.0,16.0,0.0,117.36,,,16.0,0.901840490797546,0.967280163599182,Moderate,Moderate,-16.0,-1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-18.0,LAS,0,919.0,,,0,0,0.0,,30,88.0,0,0,0,1,4.929203539823009,32.5455666403837,339,0.15497076023391812,6.787607124852966,34.03359665999102,0.18858275161770388,0.8128656446004391,12.48088257518513,7.494191943417811,5.421141454433876,5.298430618447987,2.583677173216478,8.284381696709946
79.0,,21.0,1006.0,945,836,69.0,nan,0,0.0,4,2,11.0,847.0,PHL,280.0,0,219,0.0,10,0.0,BOS,0.0,nan,5.0,16.0,DL,0.0,1987,1987-10-02,2,4,BOS-PHL,DL_BOS-PHL,1,0,1,1,Morning,Delta Air Lines Inc.,Minor (15-45),16.0,0.0,1.0,5.0,0.0,1.0,21.0,21.0,0.0,33.6,,,10.0,0.855072463768116,0.9516908212560388,Minor,Moderate,-10.0,-0.9090909090909091,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,32.0,SEA,0,1145.0,,,0,0,32.0,,31,109.0,0,0,0,1,10.577437858508604,33.28093017674158,1046,0.22351885098743268,7.617675655146221,27.62574698213437,0.19384771452440624,0.8094641072003506,17.313198380566803,9.134591943478876,9.24046592372739,6.146240345297592,4.663739342098765,8.923126313331776
76.0,,-5.0,1015.0,1020,900,80.0,nan,0,0.0,4,2,-1.0,859.0,LAX,337.0,0,1105,0.0,10,0.0,SFO,0.0,nan,7.0,15.0,UA,0.0,1987,1987-10-02,2,4,SFO-LAX,UA_SFO-LAX,0,0,0,0,Morning,United Air Lines Inc.,Early (<15min),15.0,0.0,1.0,7.0,0.0,1.0,22.0,22.0,0.0,40.440000000000005,,,-4.0,0.95,0.9833333333333334,OnTime,OnTime,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,21.0,PHL,0,1006.0,,,0,0,21.0,,32,104.0,0,0,0,1,8.361189232623543,28.415556422788345,2489,0.2028428736073761,8.57450984128194,33.69243437235446,0.20679164534586222,0.8128211376810331,15.828718932748538,6.279121826963138,9.760303991048117,7.730482195619726,4.344785022586911,6.788197678028187
75.0,,13.0,1115.0,1102,900,62.0,nan,0,0.0,4,2,0.0,900.0,TYS,342.0,0,806,0.0,10,0.0,MEM,0.0,nan,4.0,14.0,NW,0.0,1987,1987-10-02,2,4,MEM-TYS,NW_MEM-TYS,0,0,1,0,Morning,Northwest Airlines Inc.,On-time,14.0,0.0,1.0,4.0,0.0,1.0,18.0,18.0,0.0,41.040000000000006,,,13.0,0.7903225806451613,0.9301075268817204,OnTime,Minor,-13.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-5.0,LAX,0,1015.0,,,0,0,0.0,,33,117.0,0,0,0,1,1.5353535353535352,13.824197309474734,99,0.13,5.521156671728957,32.633066746631066,0.1761806635093935,0.7782980408974326,14.718118719569047,6.310779897691748,6.374564643799472,4.0566750629722925,1.8869931279980443,6.550733886407148
85.0,,-9.0,926.0,935,901,94.0,nan,0,0.0,4,2,0.0,901.0,ONT,558.0,0,1578,0.0,10,0.0,SLC,0.0,nan,3.0,15.0,DL,0.0,1987,1987-10-02,2,4,SLC-ONT,DL_SLC-ONT,0,0,0,0,Morning,Delta Air Lines Inc.,Early (<15min),15.0,0.0,1.0,3.0,0.0,1.0,18.0,18.0,0.0,66.96000000000001,,,-9.0,0.9042553191489362,0.9680851063829787,OnTime,OnTime,9.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,13.0,TYS,0,1115.0,,,0,0,13.0,,34,108.0,0,0,0,1,4.268398268398268,21.224612385190035,231,0.16595744680851063,7.617675655146221,27.62574698213437,0.19384771452440624,0.8094641072003506,16.21040878357422,7.736303407300478,6.547142588294335,3.4867198957145185,1.6556158466657944,5.98169223156853
70.0,,5.0,1113.0,1108,900,68.0,nan,0,0.0,4,2,3.0,903.0,DTW,235.0,0,120,0.0,10,0.0,ORD,0.0,nan,8.0,16.0,NW,0.0,1987,1987-10-02,2,4,ORD-DTW,NW_ORD-DTW,1,0,1,0,Morning,Northwest Airlines Inc.,On-time,16.0,0.0,1.0,8.0,0.0,1.0,24.0,24.0,0.0,28.2,,,2.0,0.9705882352941176,0.9901960784313726,Minor,Minor,-2.0,-0.6666666666666666,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-9.0,ONT,0,926.0,,,0,0,0.0,,35,113.0,0,0,0,1,8.015422077922079,29.435781579392437,1232,0.18597320724980299,5.521156671728957,32.633066746631066,0.1761806635093935,0.7782980408974326,17.659090060139704,10.87968122888779,11.478811110683052,8.92292457501238,5.003370116990046,5.159053314671078
54.0,,5.0,1009.0,1004,915,49.0,nan,0,0.0,4,2,0.0,915.0,DFW,175.0,0,906,0.0,10,0.0,OKC,0.0,nan,9.0,9.0,TW,0.0,1987,1987-10-02,2,4,OKC-DFW,TW_OKC-DFW,0,0,1,0,Morning,Trans World Airways LLC,On-time,9.0,0.0,1.0,9.0,0.0,1.0,18.0,18.0,0.0,21.0,,,5.0,0.8979591836734694,0.9659863945578232,OnTime,Minor,-5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.0,DTW,0,1113.0,,,0,0,5.0,,36,118.0,0,0,0,1,7.6873949579831935,34.205013107050696,595,0.14925373134328357,6.957207132144642,28.438816190137203,0.18585343531411389,0.832972239091773,9.71667955658675,4.873374177331007,6.523549310434556,10.02574261712999,6.324966778979625,5.480283562250776
193.0,,14.0,1429.0,1415,915,180.0,nan,0,0.0,4,2,1.0,916.0,IAH,1303.0,0,1088,0.0,10,0.0,SAN,0.0,nan,7.0,12.0,CO,0.0,1987,1987-10-02,2,4,SAN-IAH,CO_SAN-IAH,1,0,1,0,Morning,Continental Air Lines Inc.,On-time,12.0,0.0,1.0,7.0,0.0,1.0,19.0,19.0,0.0,156.35999999999999,,,13.0,0.9277777777777778,0.975925925925926,Minor,Minor,-13.0,-13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.0,DFW,0,1009.0,,,0,0,5.0,,37,132.0,0,0,0,1,1.1777777777777778,16.417583586065646,270,0.09225092250922509,6.863721775559868,32.173316795082926,0.18999196811493174,0.8198076433885353,12.501136363636364,5.256718159631416,7.053380490212206,7.568890033479269,4.255903597980519,5.7385917459209494
41.0,,-8.0,1001.0,1009,920,49.0,nan,0,0.0,4,2,0.0,920.0,BDL,116.0,0,458,0.0,10,0.0,EWR,0.0,nan,4.0,22.0,PI,0.0,1987,1987-10-02,2,4,EWR-BDL,PI_EWR-BDL,0,0,0,0,Morning,Piedmont Aviation Inc.,Early (<15min),22.0,0.0,1.0,4.0,0.0,1.0,26.0,26.0,0.0,13.92,,,-8.0,0.8367346938775511,0.945578231292517,OnTime,OnTime,8.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,14.0,IAH,0,1429.0,,,0,0,14.0,,38,124.0,0,0,0,1,14.224137931034482,38.11517698557464,116,0.2605042016806723,10.550869565217392,22.130275982409987,0.2337252652710066,0.9683369952048173,24.986547490068617,15.333600914751496,11.289008740933607,4.57658349328215,2.352989675288424,7.196990424076607
75.0,,30.0,937.0,907,849,78.0,nan,0,0.0,4,2,33.0,922.0,BNA,377.0,0,569,0.0,10,0.0,GSO,0.0,nan,5.0,12.0,AA,0.0,1987,1987-10-02,2,4,GSO-BNA,AA_GSO-BNA,1,1,1,1,Morning,American Airlines Inc.,Minor (15-45),12.0,0.0,1.0,5.0,0.0,1.0,17.0,17.0,0.0,45.24,,,-3.0,0.9615384615384616,0.9871794871794872,Moderate,Moderate,3.0,0.09090909090909091,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-8.0,BDL,0,1001.0,,,0,0,0.0,,39,154.0,0,0,0,1,6.0,18.421002506197464,19,0.15789473684210525,6.787607124852966,34.03359665999102,0.18858275161770388,0.8128656446004391,13.02069188490139,7.036926160818323,7.439153439153439,5.076218863104109,1.97135418828717,5.272815429371835
86.0,,-4.0,1055.0,1059,929,90.0,nan,0,0.0,4,2,0.0,929.0,ORF,516.0,0,636,0.0,10,0.0,ATL,0.0,nan,4.0,17.0,EA,0.0,1987,1987-10-02,2,4,ATL-ORF,EA_ATL-ORF,0,0,0,0,Morning,Eastern Air Lines Inc.,Early (<15min),17.0,0.0,1.0,4.0,0.0,1.0,21.0,21.0,0.0,61.92,,,-4.0,0.9555555555555556,0.9851851851851853,OnTime,OnTime,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,30.0,BNA,0,937.0,,,0,0,30.0,,40,150.0,0,0,0,1,8.502439024390243,26.979413394157582,410,0.20286396181384247,7.197746478873239,29.555714645375282,0.1719530300985288,0.9714079231084499,18.511662721773785,9.05152717348754,10.475203034175701,3.872893459011711,1.34657635603993,8.217720781113378
192.0,,-3.0,1442.0,1445,930,195.0,nan,0,0.0,4,2,0.0,930.0,BNA,1448.0,0,603,0.0,10,0.0,PHX,0.0,nan,5.0,13.0,WN,0.0,1987,1987-10-02,2,4,PHX-BNA,WN_PHX-BNA,0,0,0,0,Morning,Southwest Airlines Co.,Early (<15min),13.0,0.0,1.0,5.0,0.0,1.0,18.0,18.0,0.0,173.76,,,-3.0,0.9846153846153847,0.9948717948717949,OnTime,OnTime,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-4.0,ORF,0,1055.0,,,0,0,0.0,,41,147.0,0,0,0,1,3.24375,21.172174356478646,160,0.19135802469135801,5.548967815983523,24.533387762903637,0.16065711354947002,0.7787836619701237,13.755847017843179,6.304024780938472,9.130968229410284,5.076218863104109,1.97135418828717,5.272815429371835
250.0,,-1.0,1644.0,1645,930,255.0,nan,0,0.0,4,2,4.0,934.0,BWI,1999.0,0,1125,0.0,10,0.0,PHX,0.0,nan,4.0,13.0,HP,0.0,1987,1987-10-02,2,4,PHX-BWI,HP_PHX-BWI,1,0,0,0,Morning,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),Early (<15min),13.0,0.0,1.0,4.0,0.0,1.0,17.0,17.0,0.0,239.88000000000002,,,-5.0,0.9803921568627451,0.9934640522875817,Minor,OnTime,5.0,1.25,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-3.0,BNA,0,1442.0,,,0,0,0.0,,42,146.0,0,0,0,1,6.777385159010601,32.95176871161041,283,0.2152777777777778,7.623309522158263,26.365416248467547,0.18786205956518776,0.8121895897656146,13.755847017843179,6.304024780938472,9.130968229410284,4.491449275362319,2.544779636795157,6.789876961614971
47.0,,-3.0,1037.0,1040,950,50.0,nan,0,0.0,4,2,0.0,950.0,YUM,160.0,0,1076,0.0,10,0.0,PHX,0.0,nan,4.0,13.0,HP,0.0,1987,1987-10-02,2,4,PHX-YUM,HP_PHX-YUM,0,0,0,0,Morning,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),Early (<15min),13.0,0.0,1.0,4.0,0.0,1.0,17.0,17.0,0.0,19.2,,,-3.0,0.94,0.98,OnTime,OnTime,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-1.0,BWI,0,1644.0,,,0,0,0.0,,43,143.0,0,0,0,1,5.816326530612245,26.385073466458703,98,0.15,7.623309522158263,26.365416248467547,0.18786205956518776,0.8121895897656146,13.755847017843179,6.304024780938472,9.130968229410284,4.151351351351352,1.7689381520177363,4.989010989010989
59.0,,4.0,1052.0,1048,950,58.0,nan,0,0.0,4,2,3.0,953.0,EWR,282.0,0,338,0.0,10,0.0,BUF,0.0,nan,8.0,10.0,US,0.0,1987,1987-10-02,2,4,BUF-EWR,US_BUF-EWR,1,0,1,0,Morning,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),On-time,10.0,0.0,1.0,8.0,0.0,1.0,18.0,18.0,0.0,33.839999999999996,,,1.0,0.9827586206896551,0.9942528735632185,Minor,Minor,-1.0,-0.3333333333333333,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-3.0,YUM,0,1037.0,,,0,0,0.0,,44,147.0,0,0,0,1,9.149870801033591,27.65616551360485,387,0.2010178117048346,6.569693745999405,26.68990286449396,0.18775981117452265,0.8042717699036288,11.212284759701877,7.8284080399018245,8.324545214869497,8.260139924093465,4.3554726426963715,12.409924640978245
145.0,,17.0,1227.0,1210,959,131.0,nan,0,0.0,4,2,3.0,1002.0,TPA,873.0,0,59,0.0,10,0.0,PIT,0.0,nan,4.0,13.0,US,0.0,1987,1987-10-02,2,4,PIT-TPA,US_PIT-TPA,1,0,1,1,Morning,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),Minor (15-45),13.0,0.0,1.0,4.0,0.0,1.0,17.0,17.0,0.0,104.76,,,14.0,0.8931297709923665,0.9643765903307888,Minor,Moderate,-14.0,-4.666666666666667,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.0,EWR,0,1052.0,,,0,0,4.0,,45,164.0,0,0,0,1,7.490842490842491,25.514429820535117,273,0.1890909090909091,6.569693745999405,26.68990286449396,0.18775981117452265,0.8042717699036288,13.947540399239545,7.00776909220941,8.442515875415785,4.351440717997166,3.3049048578627525,7.3202139854795565
83.0,,14.0,1125.0,1111,955,76.0,nan,0,0.0,4,2,7.0,1002.0,DFW,432.0,0,733,0.0,10,0.0,MEM,0.0,nan,9.0,14.0,DL,0.0,1987,1987-10-02,2,4,MEM-DFW,DL_MEM-DFW,1,0,1,0,Morning,Delta Air Lines Inc.,On-time,14.0,0.0,1.0,9.0,0.0,1.0,23.0,23.0,0.0,51.839999999999996,,,7.0,0.9078947368421053,0.9692982456140351,Minor,Minor,-7.0,-1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,17.0,TPA,0,1227.0,,,0,0,17.0,,46,178.0,0,0,0,1,5.66295707472178,26.19891288707825,629,0.17729393468118196,7.617675655146221,27.62574698213437,0.19384771452440624,0.8094641072003506,14.718118719569047,6.310779897691748,6.374564643799472,10.02574261712999,6.324966778979625,5.480283562250776
92.0,,-10.0,1139.0,1149,1005,104.0,nan,0,0.0,4,2,2.0,1007.0,BOS,612.0,0,1008,0.0,10,0.0,RDU,0.0,nan,6.0,11.0,AA,0.0,1987,1987-10-02,2,4,RDU-BOS,AA_RDU-BOS,1,0,0,0,Morning,American Airlines Inc.,Early (<15min),11.0,0.0,1.0,6.0,0.0,1.0,17.0,17.0,0.0,73.44,,,-12.0,0.8846153846153846,0.9615384615384616,Minor,OnTime,12.0,6.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,14.0,DFW,0,1125.0,,,0,0,14.0,,47,168.0,0,0,0,1,8.637010676156583,36.57833936952344,281,0.2361111111111111,6.787607124852966,34.03359665999102,0.18858275161770388,0.8128656446004391,12.064754195929057,7.414519007273235,7.713194276012612,6.7712877123412465,3.472830203526032,9.098783265736985
151.0,,-4.0,1459.0,1503,1026,157.0,nan,0,0.0,4,2,2.0,1028.0,CLE,1201.0,0,642,0.0,10,0.0,DEN,0.0,nan,5.0,13.0,UA,0.0,1987,1987-10-02,2,4,DEN-CLE,UA_DEN-CLE,1,0,0,0,Morning,United Air Lines Inc.,Early (<15min),13.0,0.0,1.0,5.0,0.0,1.0,18.0,18.0,0.0,144.12,,,-6.0,0.9617834394904459,0.9872611464968153,Minor,OnTime,6.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-10.0,BOS,0,1139.0,,,0,0,0.0,,48,164.0,0,0,0,1,6.873076923076923,26.36386402641551,260,0.1893939393939394,8.57450984128194,33.69243437235446,0.20679164534586222,0.8128211376810331,14.373237877334121,7.652519917052244,9.05380125710865,5.172001063924107,2.142144967689778,6.555194218608853
73.0,,3.0,1143.0,1140,1033,67.0,nan,0,0.0,4,2,-3.0,1030.0,MEM,369.0,0,812,0.0,10,0.0,VPS,0.0,nan,5.0,10.0,NW,0.0,1987,1987-10-02,2,4,VPS-MEM,NW_VPS-MEM,0,0,1,0,Morning,Northwest Airlines Inc.,On-time,10.0,0.0,1.0,5.0,0.0,1.0,15.0,15.0,0.0,44.28,,,6.0,0.9104477611940298,0.9701492537313433,OnTime,Minor,-6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-4.0,CLE,0,1459.0,,,0,0,0.0,,49,167.0,0,0,0,1,3.0935960591133007,36.58999631147355,203,0.07729468599033816,5.521156671728957,32.633066746631066,0.1761806635093935,0.7782980408974326,11.412526997840173,8.945506906649296,6.644444444444445,5.4977786752827145,2.5419027177535516,3.9403598971722364
54.0,,6.0,1031.0,1025,1025,60.0,nan,0,0.0,4,2,12.0,1037.0,MDW,229.0,0,345,0.0,10,0.0,DTW,0.0,nan,4.0,16.0,WN,0.0,1987,1987-10-02,2,4,DTW-MDW,WN_DTW-MDW,1,0,1,0,Morning,Southwest Airlines Co.,On-time,16.0,0.0,1.0,4.0,0.0,1.0,20.0,20.0,0.0,27.48,,,-6.0,0.9,0.9666666666666667,Minor,Minor,6.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.0,MEM,0,1143.0,,,0,0,3.0,,50,173.0,0,0,0,1,8.954372623574145,40.8541785543203,789,0.1813664596273292,5.548967815983523,24.533387762903637,0.16065711354947002,0.7787836619701237,17.75869120654397,9.682550507505452,8.88888414399795,4.821768707482994,4.346821582717009,5.2767114523352525
57.0,,7.0,1137.0,1130,1040,50.0,nan,0,0.0,4,2,0.0,1040.0,CLE,221.0,0,976,0.0,10,0.0,CVG,0.0,nan,5.0,14.0,DL,0.0,1987,1987-10-02,2,4,CVG-CLE,DL_CVG-CLE,0,0,1,0,Morning,Delta Air Lines Inc.,On-time,14.0,0.0,1.0,5.0,0.0,1.0,19.0,19.0,0.0,26.52,,,7.0,0.86,0.9533333333333333,OnTime,Minor,-7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,MDW,0,1031.0,,,0,0,6.0,,51,180.0,0,0,0,1,6.5647482014388485,21.90645805348286,278,0.18374558303886926,7.617675655146221,27.62574698213437,0.19384771452440624,0.8094641072003506,15.484603963591763,8.529813579032552,7.761785620226495,5.172001063924107,2.142144967689778,6.555194218608853
38.0,,7.0,1147.0,1140,1100,40.0,nan,0,0.0,4,2,9.0,1109.0,CLT,156.0,0,395,0.0,10,0.0,MYR,0.0,nan,5.0,9.0,PI,0.0,1987,1987-10-02,2,4,MYR-CLT,PI_MYR-CLT,1,0,1,0,Morning,Piedmont Aviation Inc.,On-time,9.0,0.0,1.0,5.0,0.0,1.0,14.0,14.0,0.0,18.72,,,-2.0,0.95,0.9833333333333334,Minor,Minor,2.0,0.2222222222222222,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7.0,CLE,0,1137.0,,,0,0,7.0,,52,187.0,0,0,0,1,3.634005763688761,17.40810046079542,347,0.13725490196078433,10.550869565217392,22.130275982409987,0.2337252652710066,0.9683369952048173,9.869565217391305,5.637168845661436,6.890476190476191,5.377611218568665,2.8474456803202197,5.303226124704025
59.0,,7.0,1229.0,1222,1131,51.0,nan,0,0.0,4,2,-1.0,1130.0,IND,177.0,0,398,0.0,10,0.0,ORD,0.0,nan,7.0,16.0,UA,0.0,1987,1987-10-02,2,4,ORD-IND,UA_ORD-IND,0,0,1,0,Morning,United Air Lines Inc.,On-time,16.0,0.0,1.0,7.0,0.0,1.0,23.0,23.0,0.0,21.24,,,8.0,0.8431372549019608,0.9477124183006537,OnTime,Minor,-8.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7.0,CLT,0,1147.0,,,0,0,7.0,,53,194.0,0,0,0,1,8.927152317880795,29.000508793557717,604,0.19776714513556617,8.57450984128194,33.69243437235446,0.20679164534586222,0.8128211376810331,17.659090060139704,10.87968122888779,11.478811110683052,7.400672885762349,2.965959547158085,7.080161565946869
141.0,,-1.0,1419.0,1420,1200,140.0,nan,0,0.0,4,2,-2.0,1158.0,PHL,920.0,0,88,0.0,10,0.0,TPA,0.0,nan,5.0,11.0,US,0.0,1987,1987-10-02,2,4,TPA-PHL,US_TPA-PHL,0,0,0,0,Morning,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),Early (<15min),11.0,0.0,1.0,5.0,0.0,1.0,16.0,16.0,0.0,110.4,,,1.0,0.9928571428571429,0.9976190476190476,OnTime,OnTime,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7.0,IND,0,1229.0,,,0,0,7.0,,54,193.0,0,0,0,1,8.054455445544555,34.12889020101369,404,0.20631067961165048,6.569693745999405,26.68990286449396,0.18775981117452265,0.8042717699036288,11.849074074074075,5.669183512824233,7.015373078365204,6.146240345297592,4.663739342098765,8.923126313331776
55.0,,0.0,1255.0,1255,1200,55.0,nan,0,0.0,4,2,0.0,1200.0,DAL,293.0,0,340,0.0,10,0.0,LBB,0.0,nan,3.0,7.0,WN,0.0,1987,1987-10-02,2,4,LBB-DAL,WN_LBB-DAL,0,0,0,0,Morning,Southwest Airlines Co.,Early (<15min),7.0,0.0,1.0,3.0,0.0,1.0,10.0,10.0,0.0,35.16,,,0.0,1.0,1.0,OnTime,OnTime,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-1.0,PHL,0,1419.0,,,0,0,0.0,,55,193.0,0,0,0,1,4.233739837398374,19.445056540596752,492,0.08151093439363817,5.548967815983523,24.533387762903637,0.16065711354947002,0.7787836619701237,7.566145092460882,2.640142952346792,5.8854466858789625,2.9579810068947574,1.3328174189823694,5.296557224511498
